商品名稱,屬性,顏色,標籤,SKU編號,URL
INSIS｜Architectural Wool Casual Twill Cargo Wide Pants＃建築感羊毛休閒分割斜紋工裝寬褲,"闊腿褲,工裝寬褲",灰,"暗門襟,斜紋,牛角釦,羊毛",NC23051991,https://clastylist.com/product_detail2105.htm
Wayúu Culture in Threads (Medium One & Only) Handmade in Columbia＃Wayuú哥倫比亞傳統圖騰手工編織水桶包｜公益系列,"配件包,水桶包",,"編織,手工,圖騰,大容量",NC23110480,https://clastylist.com/product_detail2114.htm
Bubble Nebula｜Small Bubble Earrings＃氣泡星雲泡泡小耳環,耳環,黃,"925純銀,垂墜,星雲,14K",NC2235062,https://clastylist.com/product_detail2107.htm
INSIS｜Architectural Wool Casual Twill Cargo Wide Pants＃建築感羊毛休閒分割斜紋工裝寬褲,"闊腿褲,工裝寬褲",黑,"暗門襟,斜紋,羊毛,牛角釦",NC23051981,https://clastylist.com/product_detail2104.htm
TRACEY CHEN｜Japanese Akoya Saltwater Pearl V Stud Earrings＃日本Akoya海水珍珠V耳釘,耳環,,"18K金,珍珠,抗敏,925銀,18K",NC240020560,https://clastylist.com/product_detail2115.htm
INSIS｜Wool Minimalist 2-Ways A-Line Pleated Skirt＃初剪羊毛正反兩穿A型壓褶半身裙,半身裙,灰,"A型,壓褶,斜紋,半裙,羊毛,春季,前後兩穿",NC23052021,https://clastylist.com/product_detail2096.htm
Huan Checker Ruffle Detail Halter Neck Top 幻 x CLA 花邊削肩傘襬上衣,上衣,,"削肩,格紋,拼接,傘襬,花邊",21101602,https://clastylist.com/product_detail487.htm
TRACEY CHEN｜Natural Jade Hexagonal Frame Long Chain＃天然翡翠六角長鍊,項鍊,綠,"寶石,抗敏,翡翠,天然",NC240021770,https://clastylist.com/product_detail2102.htm
Salient Label｜Brigante Multi-striped Button-down Sleeveless Top＃Brigante多條紋拼接斜下擺背心,背心,藍,"條紋,拼接,橫條紋,單口袋",NC23124692,https://clastylist.com/product_detail2097.htm
Salient Label｜Iko Long Sleeved Blouse - Powder Blue＃Iko簡約袖開衩綁帶上衣,上衣,藍,"寬袖,開衩,落肩,寬鬆,綁帶",NC23124672,https://clastylist.com/product_detail2098.htm
Bubble Nebula｜ Floating Bubbles Drop Earrings＃氣泡星雲垂墜長耳環,耳環,,"輕盈,垂墜,925純銀,星雲",NC2235058,https://clastylist.com/product_detail2085.htm
INSIS｜Japan Wool Curved Pocket Wide-Leg Pants＃日本進口羊毛排釦雙口袋弧形闊腿褲,闊腿褲,白,"雙口袋,牛角釦,造型,羊毛,排釦",NC23051952,https://clastylist.com/product_detail2077.htm
INSIS｜Japan Wool Curved Pocket Wide-Leg Pants＃日本進口羊毛排釦雙口袋弧形闊腿褲,闊腿褲,黑,"雙口袋,牛角釦,羊毛,排釦,造型",NC23051942,https://clastylist.com/product_detail2078.htm
INSIS｜Wool Minimalist 2-Ways A-Line Pleated Skirt＃初剪羊毛正反兩穿A型壓褶半身裙,半身裙,黑,"A型,羊毛,壓褶,斜紋,半裙,春季,前後兩穿",NC23052011,https://clastylist.com/product_detail2095.htm
TRACEY CHEN｜Natural Jadeite Hexagonal Braided Earrings＃天然翡翠六角編織耳飾,耳環,,"925銀,抗敏,寶石,翡翠,天然,18K金",NC240021760,https://clastylist.com/product_detail2101.htm
Salient Label｜Iko Long Sleeved Blouse - Powder Blue＃Iko簡約袖開衩綁帶上衣,上衣,灰,"落肩,寬鬆,綁帶,開衩,寬袖",NC23124662,https://clastylist.com/product_detail2099.htm
SEW・縫｜ Khaki Design Slim Fit Collar Top卡其重工設計感修身西裝領上衣,上衣,,"修身,撞色,拼接,口袋,翻領,幾何",PC23130051,https://clastylist.com/product_detail2089.htm
SEW・縫｜ White Satin Pleated Design Top白色緞面左右百褶設計感上衣,上衣,白色,"百摺,鏤空,細肩帶,率性,緞面",PC23130241,https://clastylist.com/product_detail2088.htm
Salient Label｜Iko Long Sleeved Blouse - Powder Blue＃Iko簡約袖開衩綁帶上衣,上衣,黑,"落肩,開衩,寬鬆,綁帶,寬袖",NC23124632,https://clastylist.com/product_detail2100.htm
INSIS｜Fashionable Slightly Wrinkled Large V-Neck Hooded Top＃時髦砂洗微皺大V領連帽Ｔ,"長袖,上衣",灰,"造型,V領,連帽,牛仔",NC23052072,https://clastylist.com/product_detail2082.htm
SEW・縫｜ White Sheen Lantern Sleeve Chiffon Patchwork Dress白色緞面燈籠袖雪紡拼接洋裝,洋裝,白,"垂墜,拼接,寬鬆,雪紡,單釦",PC23130101,https://clastylist.com/product_detail2086.htm
TRACEY CHEN｜Natural Jadeite Square Future Diamond Palace Style Ring＃天然翡翠方形未來鑽石宮廷造型戒指,戒指,綠,"寶石,抗敏,翡翠,天然",NC240020121,https://clastylist.com/product_detail2093.htm
Bubble Nebula｜ Floating Bubbles Drop Earrings＃氣泡星雲垂墜長耳環,耳環,,"輕盈,垂墜,925純銀,星雲",NC2235056,https://clastylist.com/product_detail2083.htm
F.｜Polka-Dot Design High-Waist Sheer Skirt＃設計感立體波點高腰透紗裙,紗裙,黑,"親膚,鬆緊腰,高腰,透紗",24010307302,https://clastylist.com/product_detail2045.htm
INSIS｜Fashionable Slightly Wrinkled Large V-Neck Hooded Top＃時髦砂洗微皺大V領連帽Ｔ,"上衣,長袖",白,"牛仔,造型,V領,連帽",NC23052062,https://clastylist.com/product_detail2081.htm
INSIS｜Fashionable Slightly Wrinkled Large V-Neck Hooded Top＃時髦砂洗微皺大V領連帽Ｔ,"上衣,長袖",黑,"牛仔,造型,V領,連帽",NC23052052,https://clastylist.com/product_detail2080.htm
Bubble Nebula｜ Floating Bubbles Drop Earrings＃氣泡星雲垂墜長耳環,耳環,,"輕盈,垂墜,925純銀,星雲",NC2235057,https://clastylist.com/product_detail2084.htm
TRACEY CHEN｜Natural Jade Square Gorgeous Earrings＃天然翡翠方形華麗耳飾,耳環,,"925銀,18K金,抗敏,寶石,翡翠,天然",NC240020320,https://clastylist.com/product_detail2094.htm
SEW・縫｜ Grey Half Pleated Skirt西裝半百褶裙,百褶裙,灰色,"拉鍊,復古,後鬆緊,率性,細條紋",PC23130181,https://clastylist.com/product_detail2087.htm
Salient Label｜Harris Single Lapel Flap Dress in Black＃Harris黑色單翻領翻蓋洋裝,"洋裝,短洋裝",黑色,"翻領,修身,落肩,寬鬆版型",NC23121272,https://clastylist.com/product_detail2076.htm
Salient Label｜Leonarda Draped Back Top＃Leonarda垂褶背上衣,上衣,紅,"不規則下襬,親膚,垂墜,Ｖ領",NC23121532,https://clastylist.com/product_detail2075.htm
INSIS｜Retro Two-Piece Looks Knitted Slit Flared Pants＃復古開衩褲裙假兩件針織喇叭褲,針織,黑,"復古,開衩,羊毛,假兩件,半裙",NC23051962,https://clastylist.com/product_detail2069.htm
INSIS｜Retro Two-Piece Looks Knitted Slit Flared Pants＃復古開衩褲裙假兩件針織喇叭褲,"褲裙,針織,喇叭褲",卡,"開衩,復古,羊毛,假兩件,半裙",NC23051972,https://clastylist.com/product_detail2070.htm
Bubble Nebula｜ Ear Cuff Set＃氣泡星雲系列耳夾三件套,耳環,黃,"925純銀,星雲,14K,耳夾",NC2235053,https://clastylist.com/product_detail2064.htm
TRACEY CHEN｜Natural Black Jade Geometric Earrings＃天然墨翡幾何耳飾,耳環,,"925銀,18K金,抗敏,寶石,翡翠,天然",NC240022050,https://clastylist.com/product_detail2071.htm
TRACEY CHEN｜Natural Jade Enamel Water Ripple Bracelace＃天然翡翠琺瑯水波紋手環,手環,,"琺瑯,翡翠,抗敏,寶石,天然",NC240021370,https://clastylist.com/product_detail2074.htm
Han Timeless Water Wave Hem Cropped OuterwearHAN X CLA 雋永水波紋下襬剪裁短外套,"針織,外套,短外套",灰,"短版,開衩,麂皮",23083702,https://clastylist.com/product_detail1820.htm
INSIS｜Nordic Minimalist Suede Short Fleece Jacket＃北歐極簡麂皮感短絨外套,"短外套,外套",卡,"麂皮,手工,墊肩,春季",NC23061902,https://clastylist.com/product_detail2068.htm
INSIS｜Nordic Minimalist Suede Short Fleece Jacket＃北歐極簡麂皮感短絨外套,"外套,短外套",,"墊肩,隱藏式口袋,麂皮,咖,春季",NC23051892,https://clastylist.com/product_detail2067.htm
Bubble Nebula｜ Ear Cuff Set＃氣泡星雲系列耳夾三件套,耳環,白,"耳夾,星雲,925純銀,14K",NC2235054,https://clastylist.com/product_detail2065.htm
TRACEY CHEN｜Natural Black Jade Rectangular Frame Necklace＃天然墨翡長方框項鍊,項鍊,,"925銀,18K金,抗敏,寶石,翡翠,天然",NC240022190,https://clastylist.com/product_detail2072.htm
Gray Layer Split Knit Long Top灰色高領針織開衫長版上衣,"長袖上衣,針織,上衣",灰色,"落肩,長版,開衩",22120116500,https://clastylist.com/product_detail1437.htm
Bling My Envelope＃水鑽香港限量手工訂製信封包,配件包,白,"手工,水鑽,可拆式,皮革",NC23110312,https://clastylist.com/product_detail1896.htm
Space Ice｜Magenta Mist Ice Storm Ring (18K Gold Plated)＃胭紅薄霧暴風冰晶單指戒-厚鍍18K金,戒指,黃,"18K金,18K",NC2235050,https://clastylist.com/product_detail2008.htm
TRACEY CHEN｜Natural Jade Enamel Water Ripple Necklace＃天然翡翠琺瑯水波紋項鍊,項鍊,,"抗敏,琺瑯,寶石,翡翠,天然",NC240021250,https://clastylist.com/product_detail2073.htm
Bubble Nebula｜ Ear Cuff Set＃氣泡星雲系列耳夾三件套,耳環,黑,"耳夾,星雲,925純銀,14K",NC2235055,https://clastylist.com/product_detail2066.htm
INSIS｜Retro Two-Tone Waxed Genuine Leather Lapel Coat＃復古雙色油蠟真牛皮翻領風衣,外套,卡,"牛皮,復古,翻領,手工,開衩,雙色",NC23051882,https://clastylist.com/product_detail2046.htm
Salient Label｜Jean Fold Back Top With Sash＃Jean折背翻領造型腰帶背心,背心,,"亮面,可拆式,修身,造型,翻領,親膚",NC23121482,https://clastylist.com/product_detail2055.htm
TRACEY CHEN｜Japanese Akoya Saltwater Pearl Cloud Earrings＃日本Akoya海水珍珠雲朵耳飾,耳環,,"耳飾,抗敏,珍珠,925銀,18K金",NC240020520,https://clastylist.com/product_detail2058.htm
SEW・縫｜Adjustable Wide-Leg Floor-Length Suit Overalls可調式寬口西裝落地吊帶褲,"連身褲,吊帶褲,西裝",灰,"可調式,寬口,拉鍊,細條紋",PC23130011,https://clastylist.com/product_detail2059.htm
INSIS｜ Soft Knit Asymmetric Hem 2 Ways Cotton Top＃柔舒彈棉針織兩穿領下擺開衩上衣,"針織,長袖,上衣",白,"露肩,一字領,七分",NC23051912,https://clastylist.com/product_detail2048.htm
TRACEY CHEN｜Natural Jadeite Asymmetric Oval Earrings＃天然翡翠不對稱橢圓形耳飾,耳環,,"925銀,18K金,抗敏,寶石,翡翠,天然",NC240021710,https://clastylist.com/product_detail2172.htm
Pearl White Irregular Ruffle Top珍珠白不規則荷葉造型上衣,"上衣,短袖,短袖上衣",白,"荷葉領,不規則,排釦",23060118330,https://clastylist.com/product_detail1729.htm
TRACEY CHEN｜Japanese Akoya Saltwater Pearl Ring＃日本Akoya海水珍珠戒指,戒指,,"18K金,抗敏,925銀,18K,珍珠",NC240020401,https://clastylist.com/product_detail2056.htm
No.42｜Asymmetric Hem Checker Patch Suspender Dress＃格紋不規則拼接吊帶洋裝,洋裝,,"格紋,肆二,拼接,不規則,吊帶,v領,No.42",2225017,https://clastylist.com/product_detail1194.htm
Salient Label｜Jean Fold Back Top With Sash＃Jean折背翻領造型腰帶背心,背心,綠,"亮面,修身,造型,翻領,親膚",NC23121432,https://clastylist.com/product_detail2054.htm
SEW・縫｜ Color Dyed Layered Sleeveless Top彩染層次感造型無袖上衣,上衣,,"率性,棉料,造型,前短後長,花邊,單釦,無袖",PC23130061,https://clastylist.com/product_detail2060.htm
F.｜Black Rose Slim Fit Knitted Hem Slit Dress＃黑玫瑰修身針織開衩洋裝,"針織,洋裝,長洋裝",黑,"修身,開衩",24010508302,https://clastylist.com/product_detail2044.htm
TRACEY CHEN｜Natural Jadeite Small Square Trapezoid Ring＃天然翡翠小方梯形戒指,戒指,綠,"抗敏,925銀,翡翠,天然,18K金",NC240021480,https://clastylist.com/product_detail2050.htm
Vivian Designer Slot Crop TopVivian x CLA 紫丁香造型剪裁短版上衣,上衣,,"短版,鏤空,蓬袖",22102902,https://clastylist.com/product_detail1491.htm
Salient Label｜Navigate Contrast Colour Front Lapel Top＃Navigate撞色前翻領上衣,上衣,藍,"撞色,拼接,開衩,翻領",NC23121112,https://clastylist.com/product_detail2053.htm
SEW・縫｜ Blue Plaid Lantern Sleeve Chiffon Patchwork Dress藍色細格燈籠袖雪紡拼接洋裝,"洋裝,長洋裝",藍,"寬鬆,雪紡,拼接,垂墜",PC23130111,https://clastylist.com/product_detail2061.htm
INSIS｜ Soft Knit Asymmetric Hem 2 Ways Cotton Top＃柔舒彈棉針織兩穿領下擺開衩上衣,"針織,長袖,上衣",黑,"露肩,一字領,七分",NC23051932,https://clastylist.com/product_detail2049.htm
TRACEY CHEN｜Japanese Akoya Saltwater Pearl Ｕ Necklace＃日本Akoya珍珠U型項鍊,項鍊,白,"珍珠,抗敏,925銀,18K金",NC240020460,https://clastylist.com/product_detail2057.htm
INSIS｜ Soft Knit Asymmetric Hem 2 Ways Cotton Top＃柔舒彈棉針織兩穿領下擺開衩上衣,"長袖,上衣,針織",灰,"一字領,兩穿,露肩",NC23051922,https://clastylist.com/product_detail2047.htm
Barbie Pink Irregular Ruffle Top芭比粉不規則荷葉造型上衣,"上衣,短袖,短袖上衣",紅,"不規則,排釦,抽繩",23060118310,https://clastylist.com/product_detail1726.htm
TRACEY CHEN｜Natural Jadeite Small Trapezoid Ring＃天然翡翠小梯形戒指,戒指,綠,"抗敏,925銀,翡翠,天然,18K金",NC240021460,https://clastylist.com/product_detail2051.htm
INSIS｜ British Rose Checkered Cami Top＃英式浪漫手工玫瑰花朵吊帶格紋背心,背心,紫色,"格紋,吊帶,細肩帶,手工",23050506301,https://clastylist.com/product_detail1615.htm
Salient Label｜Eamon Drawstring Tube Midi Dress＃Eamon黑色抽繩兩穿式裙,"洋裝,短洋裝",黑色,"抽繩,鬆緊腰,綁帶",NC23121212,https://clastylist.com/product_detail2042.htm
TRACEY CHEN｜Natural Jade Small Square Earrings＃天然翡翠小方耳釘,耳環,綠,"天然,抗敏,925銀,翡翠,18K金",NC240021500,https://clastylist.com/product_detail2052.htm
Salient Label｜Cala Curve Hemline Top in Multi＃Cala曲線下襬上衣,上衣,紅,"不規則,圓領",NC23120462,https://clastylist.com/product_detail2041.htm
No.42｜Green Field Belt Detachable Trousers＃綠野腰袋可拆式設計長褲,"長褲,修身褲",綠色,"高腰,拼接,可拆式,束繩",2225063-2,https://clastylist.com/product_detail1563.htm
TRACEY CHEN｜Natural Burma Inky Jadeite Future Diamond Ring＃天然墨翡＋孔雀石/青金石/母貝未來鑽石戒指,戒指,綠,"抗敏,寶石,925銀,天然",NC240022610,https://clastylist.com/product_detail2039.htm
F.｜Asymmetric French Stripe Multi-ways Dress＃黑白法式多穿法套裝,上衣,"黑色,白色","鬆緊腰,拼接,不規則",22080600900,https://clastylist.com/product_detail1206.htm
Black Pocket Contrast Short Blouse卡白黑撞色拼接短袖襯衫,襯衫,"白色,黑色","撞色,拼接,排釦,口袋,雪紡",22040112620,https://clastylist.com/product_detail947.htm
Lexx Moda｜Twisted Mules＃扭紋穆勒鞋,"軟鞋,穆勒鞋",卡,"扭結,扭紋,緩衝,牛皮,方頭",NC23140642,https://clastylist.com/product_detail2032.htm
Pation Stripe Patch Colorblock DressPation x CLA 條紋撞色布貼拼接吊帶裙,吊帶裙,,"撞色,拼接,條紋",20100702,https://clastylist.com/product_detail23.htm
TRACEY CHEN｜Natural Burma Inky Jadeite Future Diamond Necklace＃天然墨翡＋孔雀石/青金石/母貝未來鑽石項鍊,項鍊,綠,"鑽石,寶石,抗敏,天然",NC240022480,https://clastylist.com/product_detail2038.htm
TRACEY CHEN｜Natural Jade Enamel Long Chain＃天然翡翠琺瑯長鍊,項鍊,,"翡翠,925銀,抗敏,寶石,天然",NC240021430,https://clastylist.com/product_detail2035.htm
Salient Label｜Isha Asymmetric Back Top in Dark Gull Grey＃Isha不規則挖空深海鷗灰背心,背心,灰,"拉鍊,修身,不規則",NC23120112,https://clastylist.com/product_detail1971.htm
Demode｜Vintage Colorblock Stripe Knit Dress＃復古針織條紋立體撞色花邊洋裝｜棕藍,洋裝,卡其色,"花邊,撞色,拼接,雙色,條紋,荷葉邊",NC23060072,https://clastylist.com/product_detail1605.htm
Demode｜Vintage Colorblock Stripe Knit Dress＃復古針織條紋立體撞色花邊洋裝｜黑白,洋裝,黑色,"條紋,撞色,拼接,雙色",NC23060102,https://clastylist.com/product_detail1606.htm
TRACEY CHEN｜Natural Black Jade Three Circle Chain＃天然墨翡三圓套鍊,項鍊,黑,"寶石,抗敏,925銀,18K金",NC240022140,https://clastylist.com/product_detail2022.htm
Lexx Moda｜Split Toe Flats＃麂皮分趾細帶平底鞋,平底鞋,藍,"分趾,牛皮,綁帶,方頭,麂皮",NC23141032,https://clastylist.com/product_detail2132.htm
TRACEY CHEN｜Natural Jade Enamel Hoop Earrings＃天然翡翠琺瑯環形耳飾,耳環,,"天然,925銀,抗敏,寶石,翡翠,18K金",NC240020840,https://clastylist.com/product_detail2034.htm
TRACEY CHEN｜Natural Jade Enamel Small Round Ring＃天然翡翠琺瑯小圓戒指,戒指,,"翡翠,925銀,抗敏,寶石,天然",NC240020570,https://clastylist.com/product_detail2033.htm
F.｜Irregular Geometric Collar Design Belted Long Top＃不規則幾何領設計感腰帶長版襯衫,襯衫,黑,"幾何,排釦,長版,不規則,修身",24010508204,https://clastylist.com/product_detail2025.htm
Black Pocket Patch Blouse黑白撞色拼接短袖襯衫,襯衫,"白色,黑色","撞色,拼接,排釦,口袋,雪紡",22040112610,https://clastylist.com/product_detail948.htm
Lexx Moda｜Twisted Mules＃扭紋穆勒鞋,"軟鞋,穆勒鞋",,"扭結,方頭,緩衝,牛皮,扭紋",NC23140432,https://clastylist.com/product_detail2029.htm
INSIS｜VISCOSE V-neck Ｍid-sleeve Slit Knit Top＃段染圈圈紗V領中袖開衩針織衫,"上衣,針織衫",,"輕盈,開衩,V領,抽褶,中袖,圈圈紗,廓形",NC23051822,https://clastylist.com/product_detail2019.htm
Salient Label｜Cala Curve Hemline Top in Multi＃Cala曲線下襬上衣,上衣,灰,"不規則,圓領",NC23120432,https://clastylist.com/product_detail2040.htm
Graphite Black Irregular Ruffle Top石墨黑不規則荷葉造型上衣,"短袖上衣,短袖,上衣",黑,"排釦,不規則",23060118320,https://clastylist.com/product_detail1728.htm
TRACEY CHEN｜Natural Jade Rectangular Future Diamond Interlaced Ring＃天然翡翠長方形未來鑽石交錯戒指,戒指,,"翡翠,鑽石,抗敏,寶石",NC240020021,https://clastylist.com/product_detail2014.htm
Han Timeless Water Ripple Design Hem Slit DressHAN X CLA 雋永水波紋下襬開衩洋裝,"洋裝,長洋裝",藍,"百摺,拼接,色塊,修身,網紗",23084002,https://clastylist.com/product_detail1805.htm
TRACEY CHEN｜Natural Black Jade Small Round Earrings＃天然墨翡小圓耳釘,耳環,黑,"寶石,抗敏,925銀,18K金",NC240021870,https://clastylist.com/product_detail2023.htm
